01/2013,2.095211248,4.278267073,3.961641502,2.382185898,3.4123452,3.130372628,3.762846655,3.848019116,4.544105832,7.643071062,8.715597728,9.413629312,13.63966616,11.43005264,6.624035185,4.877513506,4.392724754,3.464997922,4.65011913,5.073245602,7.046809807,9.076671284,11.98923951,16.05362516,17.47321236
02/2013,1.243012602,4.677519034,4.22947624,5.089796535,7.779772906,7.063859281,5.008871095,5.345326857,7.170141769,10.14979653,9.243153059,8.273264636,12.06768574,8.203286952,6.065253347,5.968644001,5.147471777,6.465291415,7.979396167,10.03739827,12.95583749,12.95762799,15.30824495,15.91550801,17.31417957
03/2013,1.320071356,4.420377166,5.164528906,11.32692296,12.24019659,7.849133537,6.264259502,7.613347896,8.94065822,9.188313674,7.791463521,8.165009466,7.840368429,7.700953837,5.62241299,6.976772972,7.497643804,6.901840687,9.600055337,11.51135139,15.22659677,14.25761614,15.70061016,13.87614533,13.29748653
04/2013,1.678647779,19.87356508,11.56057887,10.64966462,10.44162021,6.067070444,6.744401225,5.166903522,5.535006126,6.233232772,4.297687596,4.025093415,7.026583461,6.173673813,6.227091884,3.821707504,6.029104135,6.56593415,5.054690658,5.387032159,7.684661562,6.330084227,8.581286371,7.962416539,8.903116386
05/2013,0.991342498,4.414897631,3.147981866,3.770555718,2.010535244,3.932642586,3.232230184,3.629052354,3.830631764,4.640984206,5.265136005,3.868360632,5.6163074,4.535038023,3.108376718,4.679164961,5.257205323,5.930637613,6.427133665,5.998483475,6.522111729,6.361453641,5.826462416,5.748288973,6.697727406
06/2013,1.689522673,4.614420495,3.313112321,2.980871868,2.758815632,3.706487172,3.544920197,3.656640811,2.998072792,3.807418705,3.274882906,3.788787291,5.382610382,4.246957786,3.599906772,5.064498061,4.087311307,4.21494108,3.737377685,4.765316229,5.240615304,4.371295495,4.95978222,5.362923628,6.899754624
07/2013,1.093334292,3.778542865,2.442783372,2.952084292,3.377586306,3.558145857,4.409285098,3.256570771,3.808855006,2.832351841,2.740640104,2.22843786,3.317609321,3.617202244,3.287310127,5.054805811,5.036015535,5.590156789,4.105783947,5.213898159,4.495654488,3.507648159,4.3858271,4.798164557,6.692761795
08/2013,1.138278404,3.32961405,5.750160451,2.233148309,4.019696444,3.23490026,2.485871639,3.738833478,2.699228101,3.470520382,3.956149176,3.64925412,5.108950564,4.165693842,4.15547268,2.833161318,2.476357329,6.14366869,3.845034692,3.661830009,2.706339983,3.607740676,3.856669558,4.657333044,7.264553339
09/2013,1.274717208,3.490801882,2.79741385,2.619666338,3.107207089,3.741868505,2.88652445,3.280171754,4.066994858,3.264438245,3.682827918,4.254773001,4.992862925,5.043827809,3.913621048,4.614181162,5.566430369,4.125779455,4.726794661,3.213218466,4.621961492,4.467690625,4.005873537,4.550032819,8.443046713
10/2013,1.145232784,4.420063046,3.293571775,3.260453443,3.363552376,3.344501697,3.569672648,2.996532493,3.477343598,3.126930165,4.179415616,3.221143307,4.531944714,4.961727692,5.467290252,3.770455868,3.744209505,2.569627789,3.618505092,3.281380941,2.940432832,3.836188167,5.039911494,5.259450776,7.413517216
11/2013,0.883912477,4.552357476,4.67679987,3.618740363,3.790148768,3.728642632,3.966009339,3.112367249,3.755925725,4.521243349,4.816888913,4.196372027,6.231030514,5.162379194,5.131156477,3.510914323,4.961260723,2.853914649,4.501447497,3.236173309,4.050514714,4.277924856,5.010033663,6.139569986,6.799825171
12/2013,1.60300203,5.442824016,3.59902639,3.666283573,2.687065116,3.374173954,3.583855403,3.069925047,3.584113835,4.155250625,4.954366021,3.89761321,6.394297314,5.103403342,4.247649126,3.592473454,3.095918957,3.992160369,4.281437383,4.740078857,3.946416302,4.617177545,4.226755153,6.780466896,7.823754685
01/2014,0.975939946,3.126348005,2.060667265,3.582341845,1.839785705,1.592702425,1.899847299,2.470886693,2.927244963,3.860082125,2.786820223,2.634895419,4.479561145,3.636898499,2.7255768,3.062286668,3.277520852,2.68567689,3.110861029,4.039966637,4.782622867,4.079699731,2.611100988,3.449633004,4.865533171
02/2014,1.389685455,3.119583069,2.721068187,2.008247836,1.734293857,2.121183238,2.777541693,3.017255647,3.509237914,3.509784674,4.109295968,3.19983745,4.276722609,3.553406164,3.225525649,3.734988389,3.002021322,4.085052776,4.067754908,4.226293012,4.731695166,4.214758286,4.146686722,4.69043593,5.297251425
03/2014,0.809385834,2.885365596,2.505179059,2.279101628,1.659826661,2.344053674,3.098775187,2.784433788,2.701934008,3.014511219,3.153974483,3.10650066,4.141006599,3.996459305,2.507992961,2.560281566,3.98483062,3.515531896,4.614765508,4.013626045,3.839550374,4.345984162,3.627849538,5.223481742,5.886539375
04/2014,0.633904023,3.060338342,2.066545807,1.497789627,1.880268541,2.129039263,2.81095492,3.085177896,2.535694619,4.197011149,3.597190499,4.448335434,3.928761997,3.399206011,2.506462433,2.545476491,3.227174988,3.311037324,3.549652933,2.909591857,3.276094038,3.529505574,3.77823364,4.02623364,4.67621619
05/2014,0.674724763,3.474697153,1.792930112,2.721368421,2.452559103,2.05277308,1.894502157,2.208849008,2.322440035,2.781537532,2.198622951,3.223180328,3.350930112,2.957173425,3.060364107,2.588034513,4.018505608,3.725540984,3.184999137,3.19244176,2.275622088,4.69775151,3.221570319,3.370122519,4.587377049
06/2014,1.19896978,3.235982821,2.245687425,2.585199811,2.514938459,2.211532499,2.543199078,2.297922275,3.076217462,2.902283559,2.362270989,2.214587021,3.502043157,3.292806264,2.541970879,3.172149479,2.696762688,2.820755251,3.098724663,2.772285654,2.946697743,3.457035039,3.063532185,3.628567538,5.277114649
07/2014,1.0928053,1.773978317,2.010356874,1.933020629,2.308310495,2.188443006,2.791731667,1.962930282,2.719235055,2.504276464,3.807257943,2.025006776,2.863070321,3.972412287,3.162201476,4.289338955,2.781026954,3.44326758,2.624500828,4.382925764,2.762330974,3.235991568,4.256113537,3.241459118,4.643571751
08/2014,0.808864045,2.482094577,1.280660499,1.068406579,1.502888718,1.850239013,1.336201491,2.16999743,2.299316371,2.73309689,0.815880236,1.016075559,2.925805705,2.840313544,2.090483166,2.565515292,2.119275251,2.536404523,2.472482652,2.889645335,2.983253662,2.038028784,3.641976356,3.368609612,3.365026985
09/2014,1.248889009,3.259895845,2.087811652,1.814339807,1.678649235,1.822052729,1.487871325,1.585812086,1.711421287,1.824917001,2.186269936,2.307380927,3.540697624,3.151970272,2.79953998,2.567656504,1.323306933,2.301320386,2.968131713,1.988606922,2.480381903,2.063284149,2.15989259,3.191028534,5.676826516
10/2014,0.766954363,2.809483329,2.001698983,2.414897139,1.89859423,1.507636557,1.781592575,2.146938993,1.885808702,1.685403169,2.80624734,2.352416647,3.395860724,2.524134547,1.686631591,3.16120123,2.486993379,2.683600142,2.380261291,2.740854812,1.927569165,2.105528494,3.240517853,3.250744857,3.877284228
11/2014,0.530063736,1.719223729,1.350599771,1.39794084,2.213469521,1.718669717,1.270650433,2.142783134,2.182632783,2.672101651,1.928007844,3.08167511,3.130578526,2.02419513,2.185221441,3.315391404,2.880792613,2.126409544,1.958741624,2.607007681,3.5905916,1.804695212,2.720331754,3.498125511,5.969537506
12/2014,0.903697723,3.185633713,2.236588638,2.302433202,2.261856413,1.587142774,2.074446445,2.544080507,2.494531831,2.649862918,2.988589103,2.230127788,4.105015102,2.596035664,1.678957365,1.942692844,1.966159967,2.715254995,2.142515683,2.507991403,2.748631506,3.702958295,3.787054484,3.976593866,5.21669842
01/2015,0.841923644,3.757940357,1.420935605,2.514725545,2.116516467,2.468204162,1.54844175,1.881473046,1.945479272,3.113496641,2.381387842,2.217571686,3.455356382,2.513470424,1.744692774,1.418005899,1.623634278,1.62516795,2.02381124,3.553866951,2.450976569,4.01312797,3.93203998,4.003301655,5.19203998
02/2015,0.461312305,1.977483343,1.774619212,1.299541199,1.522098339,1.301003627,2.346998398,2.031456524,2.121314835,1.496501645,1.630058193,1.689063001,3.037562621,2.157673948,2.12436451,1.934443788,2.357296955,1.800685671,2.541926288,2.269563971,2.501723033,2.567446234,2.850705912,2.950883866,3.874369571
03/2015,0.7000938,2.332886449,1.725676047,1.792668344,1.641394036,2.157671013,2.220667277,2.393038969,1.750567376,1.701063067,1.692911614,2.050792343,3.232078853,3.003558301,2.915347365,1.902251201,2.240501792,2.711590025,2.457252345,2.692743079,2.457005262,2.852258065,2.921769237,3.12517578,3.374777702
04/2015,0.676644289,2.122238884,1.481840453,1.70058762,2.10921796,1.818216216,2.460868352,1.577007847,1.307719268,2.162804708,1.604203139,1.994246731,2.795879686,2.758949433,2.502149956,1.900643418,2.817179599,3.192590235,2.268965998,2.81898082,3.335828248,2.327580645,2.928168265,2.290875327,4.5203932
05/2015,0.828570144,3.712311151,1.684850719,1.826447842,1.676411871,2.033580935,1.884089928,1.327548561,2.41901259,1.992068345,1.187446043,1.962839928,2.789967626,2.116124101,1.814607914,1.589242806,2.770352518,2.696149281,2.519728417,2.84693705,2.128566547,2.718827338,1.845456835,2.96053777,4.079683453
06/2015,0.585621953,2.038882593,1.666116748,1.668493873,1.838009619,1.76677362,1.792760575,1.669317433,2.270901963,2.235491501,1.867708525,2.3107893,3.236560153,2.33997167,2.253714587,2.72846686,2.079568454,2.598783107,2.955025695,2.825921729,2.575131111,2.95854131,2.852239425,3.154049941,3.238760047
07/2015,0.358269698,3.665706352,1.654859424,2.124623395,1.854163485,1.951157584,1.523923985,1.80687782,2.117769872,2.265203054,2.87846581,2.373453662,3.154730996,3.789802152,2.135727178,1.765925026,1.843543908,2.709921902,2.307690038,2.048059701,2.895164873,2.294816036,2.248849358,2.641206178,3.644253731
08/2015,0.769233593,4.504557136,1.014559431,1.268611749,1.447179899,1.475025241,1.779490592,3.672921065,2.201851767,1.828063332,2.65021799,1.573469481,2.381649839,2.614678752,2.398382285,3.714077559,2.256842588,2.237615879,2.288067921,1.376358421,3.497774208,2.417166131,2.125133089,1.411975677,3.280254704
09/2015,1.856746697,2.530543366,2.728043653,2.059828834,1.756606548,1.878228604,1.6318139,2.195356692,1.811852958,1.859267088,2.054228604,1.833377369,3.419152211,2.683996554,2.236188397,2.655902355,2.352152786,1.754175761,2.197625503,2.176181505,2.006209075,2.389124641,1.953030442,2.744582424,3.331086732
10/2015,0.999188678,4.597120365,2.32199088,3.02509593,2.251915168,2.895676676,2.688827325,1.713977458,2.15798675,1.939310849,2.022174998,2.776017379,3.348192377,1.976549944,1.950529984,2.307070464,2.610543749,2.642564742,1.373880237,1.830501592,2.055396197,2.131702659,2.524758668,3.678927988,4.982741977
11/2015,0.757372297,4.019249228,1.935288667,1.874533143,2.365193633,2.693518651,1.530684248,1.415668805,1.521249703,2.281831789,2.328515087,2.494970302,4.158812069,2.100358755,2.171370872,1.783309575,2.754264671,2.032204799,1.894958422,2.853423616,1.838667142,3.249068662,2.813870278,2.577954383,3.580879069
12/2015,0.430041638,3.112241499,0.904906315,1.128188758,1.10370576,2.436183206,1.688736988,1.551193616,1.205281055,2.279569743,7.08814018,1.522609299,2.169722415,1.429888966,2.767793199,4.039125607,0.86536433,1.542512144,1.387238029,1.145975017,1.018306731,2.640492713,1.567078418,3.816099931,1.966023595
